ID,Age,Income,EducationLevel,WorkExperience,Satisfaction,SpendingHabits,Region,PurchaseFrequency,ProductCategory,Score1,Score2,Score3,Score4,Score5,Group
20,51,23830.13781761145,Bachelor,45,22,53240.26588533652,East,Monthly,Books,61802.012397868006,45658.28011544291,33335.11004756957,61442.235098393154,54471.80561238324,C
32,18,70829.46967882686,PhD,28,56,35919.006068532304,North,Weekly,Food,78215.44951751865,50454.38564776165,72146.91953529965,59635.69414343302,80416.54501401944,B
37,31,70679.92847812362,PhD,51,47,37333.86109338368,North,Yearly,Books,52691.20929490136,49103.55818751128,64650.70279383095,54087.21243032493,54074.88670427562,A
18,23,59628.82458892369,PhD,24,28,43051.4080807533,East,Monthly,Food,15300.044322724585,13297.440126372712,36005.85803233033,49472.83365247036,46331.96596957485,B
47,58,51827.13861505458,Master,35,24,58694.51884224807,South,Yearly,Electronics,67375.6576495984,74398.19934935734,54024.702924376215,54741.211037985115,52879.894285900344,B
27,22,73902.6220362056,PhD,30,59,57655.76400066508,West,Weekly,Food,56094.486757457984,35468.25908058652,6107.390588396556,34070.52869544974,21026.5596030516,B
22,50,64146.75327525534,Master,28,53,36064.08844843088,East,Rarely,Books,33379.46155358601,72512.17519632196,72806.36979250674,4686.79652632925,6101.723244475797,B
41,34,45764.3398678019,PhD,20,49,72600.11369352673,South,Rarely,Books,47309.96313241205,41482.54411356221,60083.933173147474,67506.59600914594,46544.266700726286,C
29,18,29412.540089525923,Bachelor,49,28,40316.144994547554,East,Weekly,Clothing,76803.88749208479,74104.33980573979,78261.52290310053,25693.037257472803,62295.15377387732,A
40,56,79179.87139093252,PhD,19,48,24399.64492828217,East,Rarely,Food,42311.764403793,55989.64202450982,66306.78027014188,56739.784292951736,64149.69009231057,A
47,53,26582.847795240505,Master,25,26,36421.52055406368,West,Yearly,Electronics,50188.501094959036,45967.44982317896,4434.626552944974,47843.30087646547,58368.03155624094,A
33,49,47540.516021152274,PhD,44,26,62897.27060601469,North,Yearly,Clothing,43127.231808831944,33650.83018157463,69638.4600613709,64915.34154712522,20353.065024097952,B
64,58,25351.31867112415,Master,21,54,63559.03675320745,West,Rarely,Electronics,43984.08418603265,36141.99403039632,26387.480357877328,3067.695290318763,34918.892473652566,C
43,41,60561.94167615302,Bachelor,58,42,74877.95397756677,South,Yearly,Food,61333.25175381229,50433.52534495918,61622.43704968552,64749.86185264147,41729.843624596135,C
37,59,55241.18782376033,High School,23,40,43228.18224067231,West,Yearly,Clothing,70302.86098434981,59851.48779977044,43640.44408478863,71808.94444027662,52064.400303936825,C
62,53,78506.44540903717,PhD,22,59,48352.887476341595,North,Weekly,Clothing,50317.10148187446,53101.80295269468,81084.15193844655,13039.180764737466,40642.64342024824,A
43,43,61606.548848985054,High School,60,26,72596.69425581966,West,Yearly,Books,37294.98826007151,48388.40194065858,18206.247754503645,32243.67393258791,56347.21060501643,A
47,20,91592.8849781591,High School,36,19,42527.524228502865,West,Rarely,Clothing,3120.4848870279748,50881.81832524178,14720.762172217488,35477.207901607035,72975.67983526153,A
61,41,61689.796352750236,PhD,32,21,65608.18583029596,East,Monthly,Clothing,58255.56330726994,31537.971496016165,39887.45359764186,54156.130045487036,36422.409558638115,B
25,33,16797.67963582452,High School,49,21,36333.71504392207,West,Rarely,Food,70724.32347058158,36814.25198998533,43727.09655621231,38528.23535021169,71039.32612589479,B
24,53,39853.160279145624,PhD,63,53,41906.04156093802,East,Rarely,Clothing,56339.987665199566,46370.60859414032,42150.55980270224,55789.42417640365,63435.55494439579,A
45,63,37019.97869439338,Bachelor,33,48,75709.15468436998,South,Yearly,Clothing,35376.11495649408,34320.665866497846,51669.138807958014,77668.77637741559,34322.628722535286,A
22,54,32830.606451409236,High School,19,22,45278.96521172495,South,Yearly,Books,75362.91783169891,87369.16776024798,62130.30119782819,56405.85968674732,62328.21829643122,C
36,32,55101.3699530488,High School,29,51,50309.288732743466,South,Monthly,Clothing,13171.277109119757,37771.50533435138,41567.893948710254,20576.24170620911,74274.25469299775,A
57,44,76228.42977314907,PhD,49,57,24041.217226573805,North,Weekly,Clothing,9137.296024850031,64656.078953744756,38612.51353584863,31413.940448842866,28231.04956633229,C
25,51,21969.278251685475,High School,20,30,52504.99843192871,West,Yearly,Electronics,45456.796094345875,22960.773433954455,63328.59334996712,26912.88251158312,3018.418385644407,B
21,64,46130.79017975711,PhD,55,26,63665.493945326845,West,Yearly,Clothing,19354.8153747166,60614.06502858554,57703.02966198421,85060.49286362156,24061.969819272897,B
47,44,17562.272161721245,Master,33,47,85201.80222461038,West,Rarely,Clothing,63725.84629987006,24116.89060402221,12624.897117424138,12218.033956537583,61219.771255901884,C
60,36,27589.248571551485,PhD,50,61,38194.640554192476,West,Yearly,Clothing,50196.84742484659,50588.38790598322,92462.7233360018,66135.1357599649,25606.79151165248,A
55,49,39384.006286339085,Master,47,22,58463.26811745211,West,Weekly,Electronics,41436.79096606898,66991.75337638597,31988.66197411969,32376.875403265527,43947.4785015133,B
31,44,49079.88398785909,PhD,48,19,40509.0988841518,South,Rarely,Food,78263.85545449416,61146.92119276867,44666.15771904403,57769.77880159164,38818.238022258665,A
33,54,59714.770168871946,PhD,20,58,57160.15025040781,South,Weekly,Food,66331.37902522265,43537.001277265816,57589.04729433979,34627.87539742865,66686.52360698688,A
19,47,65482.06044583382,Bachelor,24,59,42013.825820676255,South,Monthly,Electronics,69270.09599416064,64355.45785393477,41585.35079910145,58571.3000615755,38903.87283728482,B
46,39,35591.61883729832,Master,31,49,1916.8968926724847,North,Weekly,Clothing,79001.02004839813,29992.047089076514,62719.51103886374,64428.301307892514,79204.95845100397,A
32,55,73529.0047445163,High School,37,45,62619.241441153805,East,Yearly,Books,51619.708473541104,88329.64939158737,59011.25727643267,75831.48126140164,22135.081700351075,A
56,44,50117.74035508796,Bachelor,44,43,51747.450900854594,South,Monthly,Food,92.98539621176315,29908.737204503148,30843.59707311005,60241.39313756944,72829.70077319974,A
37,49,48472.17904790874,High School,30,40,32928.37070974533,West,Rarely,Clothing,42286.00695808389,54640.487675840435,42469.92376503917,48607.896725359096,59504.2519991733,C
42,24,76816.93995207283,Master,63,31,61108.52895633237,East,Rarely,Food,55087.47923277144,65504.85881118498,17234.497132391112,9962.996757949775,18522.700434744052,C
61,55,58328.725663194564,Master,41,63,8638.84237977209,West,Monthly,Food,22258.703541474042,30727.4644310089,14474.730731496245,68225.03135510026,35578.880012407135,B
20,32,61076.4994148062,Bachelor,37,45,48797.88400720503,North,Yearly,Books,38252.8934521324,29477.933197432965,28309.997087641535,29409.386529257456,73788.50243310003,C
58,42,52153.65121776845,High School,19,60,47999.39254919176,North,Rarely,Clothing,67476.12055059787,54125.23131016583,89445.98006668976,46690.65137022372,53645.37558071503,C
18,24,32269.470797262795,High School,22,24,77011.02842171484,South,Yearly,Food,46455.831271670504,27610.429285815248,49939.29728507951,21652.880091847434,78647.98213335236,C
37,47,57723.43102839646,PhD,34,54,16074.17946382647,West,Weekly,Clothing,16171.67833089763,55563.38436372225,46433.23653274349,61863.657862447304,59103.78663784374,A
39,53,69783.66125798062,PhD,54,56,74365.8249370534,North,Monthly,Books,22448.74925159693,70408.69758346275,46839.5882689816,65287.69125462706,66933.00732706803,B
49,64,14848.158475630691,Bachelor,50,35,49005.01879435163,West,Monthly,Clothing,59029.96429550598,28877.618601117207,65537.73817648386,39529.95619724007,68945.67194330698,A
56,39,26155.469124679974,PhD,40,26,34921.405044992745,South,Monthly,Food,30752.266905780427,80642.58729647222,34115.58991402705,64972.86757152574,8161.302626807781,C
18,41,50674.20202886874,PhD,25,59,39019.46253323175,South,Monthly,Food,66565.27508160852,853.6143477694131,44371.37748254144,35220.97831146026,64779.37536775974,B
19,57,51451.32917855297,PhD,56,35,28821.46784069284,East,Rarely,Books,34734.03957942548,60711.0627249859,77697.44584862875,51485.9178746293,40302.94450787779,C
31,21,57733.074127751,High School,18,24,52674.53945013096,North,Monthly,Clothing,31839.157301086147,21056.96733001784,21256.593734503887,38321.510087988485,48413.50696361943,B
31,26,77932.54769812478,High School,57,48,57326.87165387247,North,Rarely,Clothing,44654.092765155976,15731.649240013103,64651.30028572524,44420.36011927399,72266.90261557326,B
47,26,44636.47106975924,PhD,38,27,47354.24645976836,East,Rarely,Clothing,36915.02421492337,54063.28445822888,63445.99786170323,66344.69590235269,55704.55205297317,C
29,26,72124.17335429463,Master,62,26,46810.691886095985,North,Weekly,Books,45908.057935465156,77409.63805972609,45548.055487877704,20146.76733497875,75473.43411268378,B
25,18,59377.1249945367,PhD,19,35,44452.46492929089,East,Weekly,Clothing,47670.3944863133,58403.79386367854,33970.6866298704,56900.44731765478,59471.830150199065,A
40,26,42451.78085254246,Master,31,63,41797.813264825476,West,Weekly,Food,100328.51676169684,68541.45521537171,36867.61998073126,40764.43562601232,40656.99590680741,C
64,61,86645.26015970272,PhD,57,20,37221.61231088074,North,Monthly,Books,2280.0580260690695,76826.35863038365,71332.68194230471,51172.37610092364,59328.73688863813,C
31,24,40041.09812114801,Bachelor,55,57,34721.46906012122,South,Weekly,Food,75625.26217906468,43496.13395251697,75855.66270163945,42002.84964829275,40236.91022111895,B
55,40,71136.681111843,Bachelor,20,33,89831.5881134973,South,Yearly,Books,78762.30709003813,35849.996190659986,57844.963657391105,36981.789662983414,71842.10444978817,A
29,60,34444.08818321953,Bachelor,20,52,12901.708829997253,North,Monthly,Food,63002.17021834391,42979.47574374571,36936.43363296072,57893.79479405794,27396.657786465104,C
18,54,69347.51606578554,High School,59,62,27087.541174432252,West,Yearly,Clothing,55361.090074796164,75098.9243008943,48433.8862517805,64248.69734693854,14646.725839179126,A
41,59,48353.06540874349,PhD,25,33,27925.004840529025,North,Weekly,Electronics,36911.17857923878,67744.90273179828,44595.52914222128,59683.97741148239,60303.07011836152,B
20,41,47281.298540522585,Master,25,51,76850.29615452362,North,Weekly,Electronics,49901.03173731762,74267.18103830186,37592.96974355217,30306.885956404018,72433.19535728224,A
52,32,53698.39925821407,PhD,49,56,35251.06993804358,East,Weekly,Clothing,62174.437873599774,102712.22044070442,44772.06088142305,63120.28152312064,55878.99261656314,A
54,58,92159.63875183513,High School,34,51,82018.23926900134,East,Monthly,Clothing,70487.11007040768,16175.148641585773,29803.337982502606,21642.0787879807,54431.15593000994,C
49,52,42047.829143401745,Master,55,62,72972.70525827527,South,Yearly,Electronics,69833.63244719604,30004.367655489703,96963.66015274526,63755.29562302449,65182.789509971466,A
40,51,35796.667901241664,High School,49,30,49068.67888637538,North,Rarely,Clothing,38081.394865033515,46648.28727105966,63735.58460866384,38524.63461532429,37825.61201403358,B
25,28,18525.533360090027,Bachelor,37,45,40066.84282974298,West,Monthly,Books,29454.10171919951,38441.06428590691,39840.13244900233,47003.580947101735,12669.934178984571,B
32,24,72488.09440530807,Bachelor,47,58,44619.60084696637,North,Rarely,Food,43808.11713138888,64995.52453405001,68625.71400671946,64737.881018493455,52042.62730088575,C
30,18,56668.98225700833,Master,45,21,78305.96263644897,West,Rarely,Clothing,18474.510599062334,70055.01090716945,52634.49123724091,46823.33573741562,52146.915472512,A
61,22,50714.82096736376,PhD,25,56,61455.998790273545,West,Monthly,Books,73454.44441536187,41642.48844591428,49969.94937906708,53356.9988066028,25843.272817878165,B
26,21,22965.56406091529,Master,51,31,48734.347218114446,North,Yearly,Clothing,71652.99159292917,47150.76863202287,52787.37122798915,61854.57395885228,40346.589289131356,A
22,39,71092.0068294504,Bachelor,40,48,34396.74463678177,West,Weekly,Books,43800.06424081784,29905.780516602477,84321.39013855022,17351.444938546698,54075.20202549649,A
47,48,60864.75026433325,Bachelor,33,25,42836.64618945064,South,Yearly,Food,56028.062364058394,28767.376555320167,45178.71781065217,16766.69938199131,26299.89329631256,C
54,28,27811.76349147672,PhD,25,48,82033.17400361122,North,Monthly,Clothing,54150.47062286736,75492.16821540966,36766.10895204468,62895.80457527562,19950.175160689265,B
33,50,50359.85333227055,Master,46,63,40156.478466739165,South,Weekly,Electronics,27959.29708805508,41698.14978024097,58323.37423506193,36036.97450523384,92891.73275484724,B
19,57,56151.070938706696,Master,48,48,29734.513139175215,South,Monthly,Clothing,56442.96033798818,50665.60228828164,32319.102021558137,68420.85921278178,64865.16881730115,B
30,51,81099.05116105857,Master,33,22,26065.173324882024,North,Yearly,Clothing,64253.500056265875,55403.17426839163,85731.2063909552,50002.10174018978,21485.205381564137,C
46,43,6570.810427209748,PhD,24,31,42720.78960452293,West,Yearly,Clothing,57553.3832073424,82091.97953077519,55792.2926028751,69211.99829584925,32735.785309306182,C
39,25,47100.35615575373,High School,27,39,53176.643383987124,North,Yearly,Books,62082.24815334591,78482.16070963841,73604.77113547055,52352.73018958819,82371.60458352706,B
46,55,56505.11847877858,Master,47,49,53984.53097923258,West,Yearly,Books,46666.425469482194,62362.48148267987,85650.82989568502,59017.83664692706,59368.92554488776,A
25,23,8034.37151234597,Master,33,25,39864.06955804043,East,Rarely,Electronics,27537.274088350605,79880.55385818359,50180.082249249084,66675.82993872219,45437.212959814315,C
57,46,58428.906314756576,Master,60,54,65540.37876735837,East,Weekly,Clothing,69068.47327229672,49096.44663063833,59674.12520318394,58146.97297735197,14330.473031597954,B
34,50,29972.032136962953,High School,46,20,54246.24057636265,South,Yearly,Books,28116.22568429157,60935.34054577111,59421.08927498293,76130.08329195398,24427.093823234314,B
31,34,52302.33924707483,High School,33,33,58850.74203748129,South,Yearly,Electronics,74500.69303771986,58005.153711891035,74722.410485879,63070.24078613566,67899.27095631143,B
26,51,89959.52155425289,PhD,42,47,39422.14658917334,North,Monthly,Books,48822.528960842246,35117.04542233811,58751.5835098852,23520.482871484437,39300.96603487965,B
59,50,9462.132233760734,High School,20,29,61550.8021303397,West,Rarely,Electronics,61906.23664725965,64978.185288707056,65160.746528951844,46755.66849644053,46547.92763918454,B
22,37,64568.003140678586,Bachelor,39,58,87313.94802803043,West,Weekly,Books,24517.3048357681,35844.782027375426,22302.089966167794,25485.201370056195,38928.175679738924,C
27,59,33295.74200848618,PhD,29,49,47732.58092134945,South,Rarely,Books,62434.20730209351,51022.54451581908,80974.8355381039,73753.8934754534,44801.48774583745,B
26,48,42850.76132278727,Master,26,60,60818.48447648104,East,Monthly,Food,67285.71458254984,74516.33575184608,23692.369652725,62704.55860834654,24336.39260798242,A
53,34,36270.98795136039,Bachelor,23,22,50804.68771034849,South,Yearly,Electronics,62680.8159088157,51730.892340536964,52215.71493711572,51214.13568068509,65896.9388283339,B
59,31,34733.80452784487,Bachelor,27,62,78080.77338805477,North,Weekly,Food,76907.71519281538,48974.03593098077,81389.9457528497,55196.9098745588,1211.1158290644817,A
45,25,49775.20100894361,High School,43,58,90301.00675411151,West,Rarely,Clothing,90923.61549359094,68826.79425842923,66651.03277227501,52945.57677557744,58612.10443508807,A
62,29,56186.48074432102,Master,24,57,30840.637294470387,West,Rarely,Clothing,61201.3718790393,33669.3014295001,46539.33164334841,73191.41133794867,60958.51583701648,C
64,40,57275.18636889806,Master,53,26,22951.54374830896,West,Rarely,Clothing,39600.42692844235,33750.43731750057,26034.446035223886,65302.22038998692,52516.88282295322,B
19,52,92387.51364173739,High School,29,49,3526.1409284450783,East,Monthly,Electronics,59360.60623458192,26128.983930861945,48262.414637322225,45409.06360657359,91003.14521781256,C
18,61,84554.63066443149,Bachelor,34,27,41477.40197185291,West,Weekly,Food,61142.142100094294,64245.129316476516,40121.39049610368,33618.40896138275,41480.30746553026,A
45,54,88180.50964109268,Bachelor,26,22,28618.42370041244,West,Rarely,Clothing,31733.5812434706,20670.27463620411,65765.31383230563,57407.3486870389,65734.33040667218,A
46,28,70747.53242781256,High School,31,52,11885.027144392065,North,Monthly,Books,83230.81584854939,79625.62218807849,23719.756252627703,47690.40536287148,36707.11281684201,C
41,40,30973.56133433604,High School,28,43,41913.13426221047,North,Monthly,Books,37673.03924838525,57721.105692866564,49797.14974689096,45227.3372830003,47290.875366052634,B
25,20,24254.442097780287,Bachelor,41,34,43901.14608172649,South,Monthly,Electronics,47296.2830177844,76604.21746803858,48925.079317884556,65402.98533538567,82257.31806490975,B
61,25,59211.27194388658,PhD,21,26,54802.129847575314,South,Monthly,Clothing,39501.01841864454,66539.80571256916,21874.956395425143,23420.360210127936,71106.30045325885,C
19,36,53349.557430462424,Master,57,28,10070.15557311369,North,Yearly,Electronics,40944.46943127228,78514.2165896373,19936.008216126495,77351.07878576321,22224.797701168256,B
57,31,1469.3381816647234,PhD,35,43,15074.532470640122,West,Weekly,Clothing,53385.918827135545,36803.49091565876,56836.754860090805,44902.90689812042,34834.51944184146,C
38,62,52910.08890623988,Master,18,45,5847.100305924221,North,Rarely,Books,78720.62604844794,36782.62725646853,32497.36761191581,47151.33198789904,63825.19755566102,B
31,60,61490.91400153537,Master,20,34,47140.183528515416,South,Weekly,Food,63826.51821934024,55584.81226139054,55101.82328600761,55566.57629773663,67843.0665337897,C
39,39,42578.78235984034,High School,44,41,61339.101668120216,East,Monthly,Books,34020.80633181518,85720.25492686295,54722.45142202592,34163.10238957596,60684.43129545803,B
34,47,85164.26696852078,Master,26,55,90822.27448065025,West,Monthly,Books,51341.051337669895,31222.58745170547,84823.38317024295,43206.451049340576,53512.36855339177,C
61,55,73249.85803153152,Master,34,50,34226.46587576001,North,Monthly,Electronics,28929.48125296398,12544.432679591831,65608.92551306235,32403.2398881847,50691.104578015606,C
20,26,28604.686791824195,Master,64,56,55108.38914711386,West,Weekly,Books,82793.9328655923,51247.27231035372,35553.28385963066,50061.96067107076,22657.21213473513,A
43,33,32706.518332018517,PhD,52,57,53375.41634160552,North,Rarely,Electronics,47469.771776860165,50499.19257196455,31074.113857134897,5260.782899406091,45344.526552262716,A
36,41,73034.9325667936,Bachelor,23,53,50728.67324934387,East,Weekly,Clothing,50265.902284686825,47860.10883944699,49483.60261114996,80529.3130474214,74741.00745724475,C
24,32,40186.87490909991,Master,36,46,46861.72930807489,South,Yearly,Clothing,45514.48588522755,67320.90457833528,74192.92982843216,57106.02588489538,60224.966898742765,B
27,41,29423.827028751555,High School,58,57,25671.31508265771,West,Rarely,Books,58979.602398425544,65317.63695124633,71829.3257071886,38170.095416341625,40200.5246160345,A
39,23,59859.1955559368,Bachelor,27,58,32795.35200179258,West,Weekly,Books,66043.97703074517,69145.59777931464,29437.124591755957,60148.32641756307,61317.292199772346,B
55,28,46336.93294011012,PhD,35,52,15660.01695373474,East,Monthly,Food,64362.94935648622,105574.06445021645,45421.31414881701,71435.51924192,67644.5234437355,A
36,55,59169.8476053565,Bachelor,46,18,48020.05113313065,North,Rarely,Electronics,79823.35107297005,37324.19533643612,72695.72258602355,33236.01017407789,80739.45291434275,B
49,47,37396.056450412216,Master,54,34,38193.01667256765,East,Weekly,Clothing,47869.28451321843,21334.705544669865,922.7728933292747,77234.2614424098,39174.512183415434,B
37,44,47857.2824390936,High School,30,40,15049.384534340214,South,Rarely,Food,12072.729106024664,44027.024825348686,41955.63521981058,47182.72056749827,42767.65984207553,A
61,47,41655.509711138235,High School,45,63,58900.66584994469,North,Rarely,Food,62476.364407841415,53367.52260218887,81036.09994089532,59325.12177077145,51918.940445637716,B
26,54,47903.87078011124,Bachelor,24,42,32093.605322668667,West,Weekly,Food,74611.1895939554,84426.0107127742,21496.49504374733,29467.002680451344,3532.481186356803,B
18,62,62009.861034836984,PhD,39,24,64421.70102593368,South,Rarely,Electronics,33476.62820348753,27466.133216122962,17027.774037686577,54280.39870115587,45543.769668847686,A
43,40,42183.652262515454,PhD,26,34,73192.69524443938,South,Weekly,Electronics,50223.01823757471,39457.36280533679,63914.52262650346,53694.990824887864,58825.45421272043,B
43,50,63883.85319358138,High School,50,32,35398.55112736825,West,Monthly,Books,45441.32369495411,36618.07971047786,46822.74131033032,840.6732821764163,27773.92498445165,A
19,59,57302.84570470561,High School,64,21,61321.29968042249,East,Yearly,Food,36992.67451186014,64835.07781186099,40933.19840709955,41906.147000762125,73825.96851472501,B
19,40,44001.62741813432,Master,35,26,23939.549001397263,West,Monthly,Clothing,55082.81194007177,37728.058881958415,38824.04368774808,56039.88490324721,42518.766786153734,C
57,42,46760.815164054016,Bachelor,64,33,34492.894363274456,North,Monthly,Clothing,86537.2111480587,37312.35103708332,56961.52762737071,56341.836121447086,53260.45703580528,C
46,30,25271.735925140685,PhD,36,21,66519.19440711591,East,Weekly,Clothing,55461.17661091271,47073.224497655436,46204.30182855681,45005.438187257736,31439.691859148774,B
28,57,51102.69740017471,High School,45,39,44062.87259463467,South,Rarely,Food,79343.47143862308,47438.65312884797,40418.39375872373,55009.65157481782,57415.58532048392,A
39,42,81149.0734295889,PhD,42,39,21232.020347864887,North,Rarely,Clothing,26643.268391905505,8468.858384423816,57089.99554738924,49073.768144427726,64974.14661173792,B
29,50,59250.82891087229,High School,61,23,44609.927094154555,East,Weekly,Electronics,36712.86458722862,66844.44899365853,74208.67426500085,55647.53876913591,31742.283291981894,A
22,40,33647.95304180124,PhD,58,58,71355.63139729688,South,Weekly,Electronics,39597.05068902588,80245.01374569532,47418.52256156649,26133.861387047466,53933.07576530732,A
39,56,57553.09159636575,Bachelor,48,37,60292.49044215112,West,Yearly,Books,48901.11938205528,48012.243928079835,26495.51436479011,57449.75594607128,51492.8576310808,C
23,54,43354.23314466308,PhD,23,45,61402.699134866765,North,Weekly,Books,27798.837790347618,34399.17385808697,42680.13421750328,70639.58481263278,39473.441601203165,C
45,24,66250.19400723718,Bachelor,36,53,80412.35849579166,South,Monthly,Books,81626.58186727719,55827.14494380889,57550.30993096852,61563.9164918333,32424.271910889103,A
43,59,71377.8115024668,Master,40,31,72080.17559255585,South,Yearly,Clothing,75581.68241365478,78073.44639969105,42729.81611013482,61272.0369576181,49365.12378764168,B
43,44,49928.85688861231,Bachelor,59,34,59528.852075963354,North,Yearly,Books,35499.73388513097,54333.73315618698,32799.935687984296,68322.19834079631,43172.01592975223,C
55,23,70613.66444233415,High School,59,57,54643.6789088179,West,Monthly,Clothing,39478.41138656185,79642.61755705473,23463.077881059417,55983.637086717594,87729.06816522952,A
40,63,82009.62010794398,Master,59,38,45537.7800647343,South,Weekly,Electronics,72522.99818099276,47736.52852498802,94560.98505954859,41753.94808321588,65923.27648440834,C
58,50,66116.66690058201,PhD,23,41,38904.66946747234,South,Monthly,Electronics,92580.34472437107,42916.63711765663,21565.303941871753,50664.22760721987,28462.094333429504,A
60,57,38211.54257801634,PhD,24,20,12702.11764789823,South,Weekly,Food,49586.13010020944,76034.4930039102,42669.23132499334,61849.755738713364,30342.968467846524,C
47,38,56274.1168399661,PhD,58,46,50515.197198805516,North,Weekly,Electronics,64122.42408034217,38242.01939908049,40967.36096079994,46801.53242371363,79525.25960561783,B
48,20,9320.075450144483,PhD,30,61,54159.702927110644,East,Weekly,Clothing,74343.43218322945,38446.773596960826,51603.22727025563,17700.464361805498,57831.47756378987,C
25,46,69369.31268457745,Master,60,51,50451.060692531544,East,Yearly,Electronics,37041.08208722523,53483.775302525755,68170.75579661524,15554.11589861435,97721.76839464375,B
22,47,70949.96220853351,Bachelor,50,36,42805.72171119929,West,Rarely,Electronics,58500.44676399575,58072.3123558164,45106.669340290515,49503.7119194769,24649.37089274553,C
45,60,60259.30009852766,High School,58,28,23794.966689578745,North,Monthly,Books,27025.615140991602,4822.0218245212745,61221.05177700512,49641.677277213246,39185.66146321354,C
57,20,50786.09250097107,High School,64,39,48823.74462254022,South,Weekly,Food,35571.40502426233,73369.47888398675,71903.060898611,37710.20204533066,53696.653598812016,B
42,52,47810.27654612133,Bachelor,48,37,53593.607334334905,West,Yearly,Electronics,15042.676878781655,99111.71923622937,27158.232543824408,48486.52700850129,14469.503090563085,C
33,51,35705.77018580839,Bachelor,54,43,32371.716860709246,South,Yearly,Food,12883.749469292721,45471.24276246911,50974.71164891042,49181.91196847393,80596.2896020498,A
59,36,54512.73759347515,Master,60,23,23495.73116317708,South,Rarely,Clothing,66379.91175072544,99792.63299870564,39193.07456388669,48438.1967949909,46744.16086010938,C
27,44,36559.60761863332,PhD,20,39,33559.79217888589,North,Yearly,Electronics,85630.96156355135,56856.82954594001,29347.930980732363,58977.6066630493,70908.52880829516,A
32,56,30879.949165676015,Bachelor,25,55,36053.48070565526,East,Weekly,Books,57742.71347225205,47086.551854040335,40768.23135515989,53767.88121914535,55624.59440242738,B
44,39,40789.20677409205,Master,62,48,36964.46945267056,East,Rarely,Books,65286.00341295885,59323.51852250154,50141.59434124153,71511.47246122608,37397.19195258471,B
51,62,27912.61559257593,High School,46,23,55431.100779897766,South,Yearly,Electronics,50493.47343980938,60905.48523237374,89909.61360520482,44708.06877276094,93339.41478711039,B
46,23,56324.26286299764,Master,45,45,42749.46562478061,East,Rarely,Electronics,97942.8278825346,42902.91275243277,62323.669863853516,57573.95719351097,45223.501190620766,B
23,62,34831.63527209384,High School,20,46,77061.47021369645,South,Monthly,Books,13068.6266718693,63485.32689032804,55765.629492237626,53812.34048369512,60812.955010878075,C
58,22,72529.19552877767,High School,57,20,42035.39584852435,North,Rarely,Books,53784.71317538379,60210.71589359042,57638.12409100739,27826.82047274614,59132.90641281978,B
40,50,53703.7712394381,Master,37,34,64902.96570558818,South,Rarely,Food,42090.23223511306,35808.9052828396,80273.46600397839,53038.93879538363,48296.03096820294,C
51,31,76786.44078433572,PhD,49,58,73928.94937415345,North,Monthly,Books,88235.59678919215,87269.39090146768,74075.45637310622,61677.162497474994,53678.657940960926,B
60,34,69281.29369417719,PhD,26,28,44769.71761807589,West,Rarely,Food,51668.837370048066,75604.23615209502,50408.96265702901,33284.22710226149,45644.58580819427,C
52,57,20198.739600111356,High School,27,36,42099.77370742227,East,Monthly,Electronics,48212.57024480326,73199.68944937625,16812.805547432596,32831.9285828756,54888.45661246834,C
42,64,36357.19805731208,High School,35,47,77688.41490161445,East,Rarely,Electronics,56166.02731927157,74342.77574092086,45021.191975386755,107345.73917609156,49956.20367070563,C
44,19,43529.097702069965,Master,48,32,34506.5367265504,North,Yearly,Clothing,89646.17388409283,43487.87963846237,57235.50764696291,55672.74738849394,57532.42791134528,A
56,30,78754.09483442444,Bachelor,53,41,56344.73615161436,North,Weekly,Books,41214.27543021178,15836.69203041459,50535.681227060275,14139.581628654742,56965.08975948571,B
35,29,84746.90185309097,Bachelor,48,59,79054.98702659717,East,Yearly,Books,79817.72862527077,62070.2921511954,77836.49899568601,43003.02484580187,32261.548853800196,B
61,64,53282.048708254726,Master,45,46,47451.52227575689,South,Yearly,Clothing,65624.09047680006,40825.69693352029,51288.97840179046,65353.03698078899,66392.74058362565,B
20,57,70072.90001495615,Bachelor,25,46,20249.246194409025,West,Weekly,Books,34014.08845217453,63280.56447763715,60260.13536407369,34867.432904164656,68392.89660065417,A
45,39,54649.253154392325,PhD,32,30,47468.65472971411,South,Rarely,Food,74540.73940842158,9894.182376362623,32163.120189901212,49279.74181259669,55615.30245755236,B
58,39,47007.0878855789,High School,63,52,60322.89522212477,East,Weekly,Clothing,33499.09224157751,93909.65696900748,66908.79373871413,30458.85526578554,7038.546317880835,A
32,34,31455.600619662353,PhD,59,30,62215.95269466188,East,Weekly,Electronics,51568.510510024156,28488.787501343002,62959.13044704501,55822.06941759881,31945.768151313576,A
45,32,20810.191473820003,PhD,62,19,56469.013458515015,East,Monthly,Electronics,76140.39891884773,41215.31530616828,30867.849406287452,37767.099050552206,49768.20054002566,B
36,48,29445.692573021508,Master,40,55,60910.13270432384,South,Monthly,Books,73540.79108752165,26762.257132468254,60982.60662021579,59283.90865641502,56727.614300967514,B
62,45,34395.2528727726,High School,34,61,42322.278111028005,West,Weekly,Food,81354.38708442917,22829.64153993127,34356.532021866966,95199.8597805126,32530.449684690047,B
